2017-02-20 08:15:01.503727 -- Retweeted tweet id: 304247837963718658
2017-02-20 08:16:01.715822 -- Unable to retweet id: 304247837963718658
2017-02-20 08:17:01.938730 -- Unable to retweet id: 304247837963718658
2017-02-20 08:18:02.147290 -- Unable to retweet id: 304247837963718658
2017-02-20 08:19:01.382572 -- Unable to retweet id: 304247837963718658
2017-02-20 08:20:01.716776 -- Unable to retweet id: 304247837963718658
2017-02-20 08:21:01.931635 -- Unable to retweet id: 304247837963718658
2017-02-20 08:22:02.180222 -- Unable to retweet id: 304247837963718658
2017-02-20 08:23:01.390011 -- Unable to retweet id: 304247837963718658
2017-02-20 08:24:01.604322 -- Unable to retweet id: 304247837963718658
2017-02-20 08:25:01.827304 -- Unable to retweet id: 304247837963718658
2017-02-20 08:26:02.107522 -- Unable to retweet id: 304247837963718658
2017-02-20 08:27:01.353958 -- Unable to retweet id: 304247837963718658
2017-02-20 08:28:01.570118 -- Unable to retweet id: 304247837963718658
2017-02-20 08:29:01.779154 -- Unable to retweet id: 304247837963718658
2017-02-20 08:30:01.992206 -- Unable to retweet id: 304247837963718658
2017-02-20 08:31:02.211257 -- Unable to retweet id: 304247837963718658
2017-02-20 08:32:01.421941 -- Unable to retweet id: 304247837963718658
2017-02-20 08:33:01.639925 -- Unable to retweet id: 304247837963718658
2017-02-20 08:34:01.846896 -- Unable to retweet id: 304247837963718658
2017-02-20 08:35:02.102984 -- Unable to retweet id: 304247837963718658
2017-02-20 08:36:01.381818 -- Unable to retweet id: 304247837963718658
2017-02-20 08:37:01.595000 -- Unable to retweet id: 304247837963718658
2017-02-20 08:38:01.817346 -- Unable to retweet id: 304247837963718658
2017-02-20 08:39:02.031187 -- Unable to retweet id: 304247837963718658
2017-02-20 08:40:01.305487 -- Unable to retweet id: 304247837963718658
2017-02-20 08:41:01.517708 -- Unable to retweet id: 304247837963718658
2017-02-20 08:42:01.744797 -- Unable to retweet id: 304247837963718658
2017-02-20 08:43:01.953239 -- Unable to retweet id: 304247837963718658
2017-02-20 08:44:02.478094 -- Unable to retweet id: 304247837963718658
2017-02-20 08:45:01.689697 -- Unable to retweet id: 304247837963718658
2017-02-20 08:46:01.904211 -- Unable to retweet id: 304247837963718658
2017-02-20 08:47:02.122443 -- Unable to retweet id: 304247837963718658
2017-02-20 08:48:01.564649 -- Unable to retweet id: 304247837963718658
2017-02-20 08:49:01.798125 -- Unable to retweet id: 304247837963718658
2017-02-20 08:50:02.021671 -- Unable to retweet id: 304247837963718658
2017-02-20 08:51:01.231980 -- Unable to retweet id: 304247837963718658
2017-02-20 08:52:01.454651 -- Unable to retweet id: 304247837963718658
2017-02-20 08:53:01.662213 -- Unable to retweet id: 304247837963718658
2017-02-20 08:54:01.882908 -- Unable to retweet id: 304247837963718658
2017-02-20 08:55:02.105236 -- Unable to retweet id: 304247837963718658
2017-02-20 08:56:01.358334 -- Unable to retweet id: 304247837963718658
2017-02-20 08:57:01.648354 -- Unable to retweet id: 304247837963718658
2017-02-20 08:58:01.855512 -- Unable to retweet id: 304247837963718658
2017-02-20 08:59:02.070539 -- Unable to retweet id: 304247837963718658
2017-02-20 09:00:01.291608 -- Unable to retweet id: 304247837963718658
2017-02-20 09:01:01.500661 -- Unable to retweet id: 304247837963718658
2017-02-20 09:02:01.731855 -- Unable to retweet id: 304247837963718658
2017-02-20 09:03:01.994984 -- Unable to retweet id: 304247837963718658
2017-02-20 09:04:01.229509 -- Unable to retweet id: 304247837963718658
