2017-01-30 07:40:02.113887 -- Retweeted tweet id: 296628997624844293
2017-01-30 07:41:01.330509 -- Unable to retweet id: 296628997624844293
2017-01-30 07:41:01.597567 -- Retweeted tweet id: 296629149274095616
2017-01-30 07:42:01.825667 -- Unable to retweet id: 296628997624844293
2017-01-30 07:42:01.951320 -- Unable to retweet id: 296629149274095616
2017-01-30 07:43:02.184135 -- Unable to retweet id: 296628997624844293
2017-01-30 07:43:02.308632 -- Unable to retweet id: 296629149274095616
2017-01-30 07:44:01.535084 -- Unable to retweet id: 296628997624844293
2017-01-30 07:44:01.669322 -- Unable to retweet id: 296629149274095616
2017-01-30 07:45:02.124158 -- Unable to retweet id: 296628997624844293
2017-01-30 07:45:02.253266 -- Unable to retweet id: 296629149274095616
2017-01-30 07:46:01.497739 -- Unable to retweet id: 296628997624844293
2017-01-30 07:46:01.630797 -- Unable to retweet id: 296629149274095616
2017-01-30 07:47:01.843102 -- Unable to retweet id: 296628997624844293
2017-01-30 07:47:01.974731 -- Unable to retweet id: 296629149274095616
2017-01-30 07:48:02.197711 -- Unable to retweet id: 296628997624844293
2017-01-30 07:48:02.327484 -- Unable to retweet id: 296629149274095616
2017-01-30 07:49:01.543907 -- Unable to retweet id: 296628997624844293
2017-01-30 07:49:01.679343 -- Unable to retweet id: 296629149274095616
2017-01-30 07:50:01.902811 -- Unable to retweet id: 296628997624844293
2017-01-30 07:50:02.037864 -- Unable to retweet id: 296629149274095616
2017-01-30 07:51:01.253489 -- Unable to retweet id: 296628997624844293
2017-01-30 07:51:01.390289 -- Unable to retweet id: 296629149274095616
2017-01-30 07:52:01.640690 -- Unable to retweet id: 296628997624844293
2017-01-30 07:52:01.769967 -- Unable to retweet id: 296629149274095616
2017-01-30 07:53:01.978114 -- Unable to retweet id: 296628997624844293
2017-01-30 07:53:02.102839 -- Unable to retweet id: 296629149274095616
2017-01-30 07:54:01.343213 -- Unable to retweet id: 296628997624844293
2017-01-30 07:54:01.477046 -- Unable to retweet id: 296629149274095616
2017-01-30 07:55:01.696433 -- Unable to retweet id: 296628997624844293
2017-01-30 07:55:01.831581 -- Unable to retweet id: 296629149274095616
2017-01-30 07:56:02.049689 -- Unable to retweet id: 296628997624844293
2017-01-30 07:56:02.180693 -- Unable to retweet id: 296629149274095616
2017-01-30 07:57:01.449088 -- Unable to retweet id: 296628997624844293
2017-01-30 07:57:01.578767 -- Unable to retweet id: 296629149274095616
2017-01-30 07:58:01.814224 -- Unable to retweet id: 296628997624844293
2017-01-30 07:58:01.948839 -- Unable to retweet id: 296629149274095616
2017-01-30 07:59:02.165785 -- Unable to retweet id: 296628997624844293
2017-01-30 07:59:02.299066 -- Unable to retweet id: 296629149274095616
2017-01-30 08:00:01.507000 -- Unable to retweet id: 296628997624844293
2017-01-30 08:00:01.638200 -- Unable to retweet id: 296629149274095616
2017-01-30 08:01:01.850395 -- Unable to retweet id: 296628997624844293
2017-01-30 08:01:01.981602 -- Unable to retweet id: 296629149274095616
2017-01-30 08:02:02.219600 -- Unable to retweet id: 296628997624844293
2017-01-30 08:02:02.349837 -- Unable to retweet id: 296629149274095616
2017-01-30 08:03:01.561645 -- Unable to retweet id: 296628997624844293
2017-01-30 08:03:01.698123 -- Unable to retweet id: 296629149274095616
2017-01-30 08:04:02.024921 -- Unable to retweet id: 296628997624844293
2017-01-30 08:04:02.152318 -- Unable to retweet id: 296629149274095616
2017-01-30 08:05:01.381165 -- Unable to retweet id: 296628997624844293
2017-01-30 08:05:01.584354 -- Unable to retweet id: 296629149274095616
2017-01-30 08:06:01.860610 -- Unable to retweet id: 296628997624844293
2017-01-30 08:06:02.005026 -- Unable to retweet id: 296629149274095616
2017-01-30 08:07:01.215945 -- Unable to retweet id: 296628997624844293
2017-01-30 08:07:01.349050 -- Unable to retweet id: 296629149274095616
2017-01-30 08:08:01.635103 -- Unable to retweet id: 296628997624844293
2017-01-30 08:08:01.927031 -- Unable to retweet id: 296629149274095616
2017-01-30 08:09:02.231866 -- Unable to retweet id: 296628997624844293
2017-01-30 08:09:02.365631 -- Unable to retweet id: 296629149274095616
2017-01-30 08:10:01.585761 -- Unable to retweet id: 296628997624844293
2017-01-30 08:10:01.716330 -- Unable to retweet id: 296629149274095616
2017-01-30 08:11:01.935791 -- Unable to retweet id: 296628997624844293
2017-01-30 08:11:02.066908 -- Unable to retweet id: 296629149274095616
2017-01-30 08:12:01.290461 -- Unable to retweet id: 296628997624844293
2017-01-30 08:12:01.424916 -- Unable to retweet id: 296629149274095616
2017-01-30 08:13:01.650055 -- Unable to retweet id: 296628997624844293
2017-01-30 08:13:01.778145 -- Unable to retweet id: 296629149274095616
2017-01-30 08:14:01.992403 -- Unable to retweet id: 296628997624844293
2017-01-30 08:14:02.201027 -- Unable to retweet id: 296629149274095616
2017-01-30 08:15:01.436850 -- Unable to retweet id: 296628997624844293
2017-01-30 08:15:01.573431 -- Unable to retweet id: 296629149274095616
2017-01-30 08:16:01.793205 -- Unable to retweet id: 296628997624844293
2017-01-30 08:16:01.919718 -- Unable to retweet id: 296629149274095616
2017-01-30 08:17:02.147488 -- Unable to retweet id: 296628997624844293
2017-01-30 08:17:02.290418 -- Unable to retweet id: 296629149274095616
2017-01-30 08:18:01.510238 -- Unable to retweet id: 296628997624844293
2017-01-30 08:18:01.640429 -- Unable to retweet id: 296629149274095616
2017-01-30 08:19:01.926760 -- Unable to retweet id: 296628997624844293
2017-01-30 08:19:02.055344 -- Unable to retweet id: 296629149274095616
2017-01-30 08:20:01.282089 -- Unable to retweet id: 296628997624844293
2017-01-30 08:20:01.469114 -- Unable to retweet id: 296629149274095616
2017-01-30 08:21:01.715392 -- Unable to retweet id: 296628997624844293
2017-01-30 08:21:01.849628 -- Unable to retweet id: 296629149274095616
2017-01-30 08:22:02.069467 -- Unable to retweet id: 296628997624844293
2017-01-30 08:22:02.197288 -- Unable to retweet id: 296629149274095616
2017-01-30 08:23:01.415701 -- Unable to retweet id: 296628997624844293
2017-01-30 08:23:01.614505 -- Unable to retweet id: 296629149274095616
2017-01-30 08:24:01.825422 -- Unable to retweet id: 296628997624844293
2017-01-30 08:24:01.959825 -- Unable to retweet id: 296629149274095616
2017-01-30 08:25:02.193009 -- Unable to retweet id: 296628997624844293
2017-01-30 08:25:02.352280 -- Unable to retweet id: 296629149274095616
2017-01-30 08:26:01.576530 -- Unable to retweet id: 296628997624844293
2017-01-30 08:26:01.703353 -- Unable to retweet id: 296629149274095616
2017-01-30 08:27:01.920524 -- Unable to retweet id: 296628997624844293
2017-01-30 08:27:02.053057 -- Unable to retweet id: 296629149274095616
2017-01-30 08:28:01.263171 -- Unable to retweet id: 296628997624844293
2017-01-30 08:28:01.426444 -- Unable to retweet id: 296629149274095616
2017-01-30 08:29:01.700273 -- Unable to retweet id: 296628997624844293
2017-01-30 08:29:01.831842 -- Unable to retweet id: 296629149274095616
2017-01-30 08:30:02.056815 -- Unable to retweet id: 296628997624844293
2017-01-30 08:30:02.228641 -- Unable to retweet id: 296629149274095616
2017-01-30 08:31:01.436610 -- Unable to retweet id: 296628997624844293
2017-01-30 08:31:01.595861 -- Unable to retweet id: 296629149274095616
2017-01-30 08:32:01.861860 -- Unable to retweet id: 296628997624844293
2017-01-30 08:32:02.007385 -- Unable to retweet id: 296629149274095616
2017-01-30 08:33:01.224405 -- Unable to retweet id: 296628997624844293
2017-01-30 08:33:01.354101 -- Unable to retweet id: 296629149274095616
2017-01-30 08:34:01.569749 -- Unable to retweet id: 296628997624844293
2017-01-30 08:34:01.699376 -- Unable to retweet id: 296629149274095616
2017-01-30 08:35:01.933106 -- Unable to retweet id: 296628997624844293
2017-01-30 08:35:02.057450 -- Unable to retweet id: 296629149274095616
2017-01-30 08:36:01.335308 -- Unable to retweet id: 296628997624844293
2017-01-30 08:36:01.562241 -- Unable to retweet id: 296629149274095616
2017-01-30 08:37:01.776230 -- Unable to retweet id: 296628997624844293
2017-01-30 08:37:01.910111 -- Unable to retweet id: 296629149274095616
2017-01-30 08:38:02.125184 -- Unable to retweet id: 296628997624844293
2017-01-30 08:38:02.257716 -- Unable to retweet id: 296629149274095616
2017-01-30 08:39:01.541765 -- Unable to retweet id: 296628997624844293
2017-01-30 08:39:01.670873 -- Unable to retweet id: 296629149274095616
2017-01-30 08:40:01.906964 -- Unable to retweet id: 296628997624844293
2017-01-30 08:40:02.038883 -- Unable to retweet id: 296629149274095616
2017-01-30 08:41:01.305662 -- Unable to retweet id: 296628997624844293
2017-01-30 08:41:01.439398 -- Unable to retweet id: 296629149274095616
2017-01-30 08:42:01.692170 -- Unable to retweet id: 296628997624844293
2017-01-30 08:42:01.848904 -- Unable to retweet id: 296629149274095616
2017-01-30 08:43:02.064099 -- Unable to retweet id: 296628997624844293
2017-01-30 08:43:02.208082 -- Unable to retweet id: 296629149274095616
2017-01-30 08:44:01.416363 -- Unable to retweet id: 296628997624844293
2017-01-30 08:44:01.574964 -- Unable to retweet id: 296629149274095616
2017-01-30 08:45:01.867159 -- Unable to retweet id: 296628997624844293
2017-01-30 08:45:01.994235 -- Unable to retweet id: 296629149274095616
2017-01-30 08:46:01.204479 -- Unable to retweet id: 296628997624844293
2017-01-30 08:46:01.328338 -- Unable to retweet id: 296629149274095616
2017-01-30 08:47:01.600491 -- Unable to retweet id: 296628997624844293
