2017-07-18 06:07:01.717379 -- Retweeted tweet id: 357834046270734338
2017-07-18 06:08:01.941782 -- Unable to retweet id: 357834046270734338
2017-07-18 06:09:02.426573 -- Unable to retweet id: 357834046270734338
2017-07-18 06:10:01.713080 -- Unable to retweet id: 357834046270734338
2017-07-18 06:11:02.019291 -- Unable to retweet id: 357834046270734338
2017-07-18 06:12:01.242308 -- Unable to retweet id: 357834046270734338
2017-07-18 06:13:01.516125 -- Unable to retweet id: 357834046270734338
2017-07-18 06:14:01.833510 -- Unable to retweet id: 357834046270734338
2017-07-18 06:15:02.067348 -- Unable to retweet id: 357834046270734338
2017-07-18 06:16:01.285613 -- Unable to retweet id: 357834046270734338
2017-07-18 06:17:01.652639 -- Unable to retweet id: 357834046270734338
2017-07-18 06:18:01.874022 -- Unable to retweet id: 357834046270734338
2017-07-18 06:19:02.164010 -- Unable to retweet id: 357834046270734338
2017-07-18 06:19:02.573070 -- Retweeted tweet id: 357836961605627907
2017-07-18 06:20:01.806444 -- Unable to retweet id: 357834046270734338
2017-07-18 06:20:02.046790 -- Unable to retweet id: 357836961605627907
2017-07-18 06:21:01.268695 -- Unable to retweet id: 357834046270734338
2017-07-18 06:21:01.440851 -- Unable to retweet id: 357836961605627907
2017-07-18 06:22:01.727401 -- Unable to retweet id: 357834046270734338
2017-07-18 06:22:02.143730 -- Unable to retweet id: 357836961605627907
2017-07-18 06:23:01.369100 -- Unable to retweet id: 357834046270734338
2017-07-18 06:23:01.495416 -- Unable to retweet id: 357836961605627907
2017-07-18 06:24:01.718937 -- Unable to retweet id: 357834046270734338
2017-07-18 06:24:01.864782 -- Unable to retweet id: 357836961605627907
2017-07-18 06:25:02.236768 -- Unable to retweet id: 357834046270734338
2017-07-18 06:25:02.448556 -- Unable to retweet id: 357836961605627907
2017-07-18 06:26:02.106453 -- Unable to retweet id: 357834046270734338
2017-07-18 06:26:02.243243 -- Unable to retweet id: 357836961605627907
2017-07-18 06:26:02.505275 -- Retweeted tweet id: 357838854654394369
2017-07-18 06:27:01.738860 -- Unable to retweet id: 357834046270734338
2017-07-18 06:27:01.879110 -- Unable to retweet id: 357836961605627907
2017-07-18 06:27:02.020783 -- Unable to retweet id: 357838854654394369
2017-07-18 06:28:01.254730 -- Unable to retweet id: 357834046270734338
2017-07-18 06:28:01.419594 -- Unable to retweet id: 357836961605627907
2017-07-18 06:28:01.556340 -- Unable to retweet id: 357838854654394369
2017-07-18 06:29:01.822681 -- Unable to retweet id: 357834046270734338
2017-07-18 06:29:01.958407 -- Unable to retweet id: 357836961605627907
2017-07-18 06:29:02.098862 -- Unable to retweet id: 357838854654394369
2017-07-18 06:30:01.348503 -- Unable to retweet id: 357834046270734338
2017-07-18 06:30:01.502140 -- Unable to retweet id: 357836961605627907
2017-07-18 06:30:01.640225 -- Unable to retweet id: 357838854654394369
2017-07-18 06:31:01.908682 -- Unable to retweet id: 357834046270734338
2017-07-18 06:31:02.240211 -- Unable to retweet id: 357836961605627907
2017-07-18 06:31:02.424304 -- Unable to retweet id: 357838854654394369
2017-07-18 06:32:01.643367 -- Unable to retweet id: 357834046270734338
2017-07-18 06:32:01.924097 -- Unable to retweet id: 357836961605627907
2017-07-18 06:32:02.055275 -- Unable to retweet id: 357838854654394369
2017-07-18 06:32:02.293770 -- Retweeted tweet id: 357840308190449667
2017-07-18 06:33:01.506039 -- Unable to retweet id: 357834046270734338
2017-07-18 06:33:01.660063 -- Unable to retweet id: 357836961605627907
2017-07-18 06:33:01.916121 -- Unable to retweet id: 357838854654394369
2017-07-18 06:33:02.252745 -- Unable to retweet id: 357840308190449667
2017-07-18 06:34:01.471273 -- Unable to retweet id: 357834046270734338
2017-07-18 06:34:01.811472 -- Unable to retweet id: 357836961605627907
