2017-05-01 06:51:02.170648 -- Retweeted tweet id: 329578863069904897
2017-05-01 06:52:01.404732 -- Unable to retweet id: 329578863069904897
2017-05-01 06:53:01.614707 -- Unable to retweet id: 329578863069904897
2017-05-01 06:54:01.895157 -- Unable to retweet id: 329578863069904897
2017-05-01 06:55:02.129156 -- Unable to retweet id: 329578863069904897
2017-05-01 06:55:02.554324 -- Retweeted tweet id: 329579793530109954
2017-05-01 06:56:01.793141 -- Unable to retweet id: 329578863069904897
2017-05-01 06:56:01.948925 -- Unable to retweet id: 329579793530109954
2017-05-01 06:57:02.181177 -- Unable to retweet id: 329578863069904897
2017-05-01 06:57:02.585947 -- Unable to retweet id: 329579793530109954
2017-05-01 06:58:02.059245 -- Unable to retweet id: 329578863069904897
2017-05-01 06:58:02.223074 -- Unable to retweet id: 329579793530109954
2017-05-01 06:59:01.442752 -- Unable to retweet id: 329578863069904897
2017-05-01 06:59:01.584810 -- Unable to retweet id: 329579793530109954
2017-05-01 07:00:01.851771 -- Unable to retweet id: 329578863069904897
2017-05-01 07:00:01.997983 -- Unable to retweet id: 329579793530109954
2017-05-01 07:01:01.208378 -- Unable to retweet id: 329578863069904897
2017-05-01 07:01:01.343833 -- Unable to retweet id: 329579793530109954
2017-05-01 07:02:01.565467 -- Unable to retweet id: 329578863069904897
2017-05-01 07:02:01.696333 -- Unable to retweet id: 329579793530109954
2017-05-01 07:03:01.916349 -- Unable to retweet id: 329578863069904897
2017-05-01 07:03:02.054631 -- Unable to retweet id: 329579793530109954
2017-05-01 07:04:01.289681 -- Unable to retweet id: 329578863069904897
2017-05-01 07:04:01.420804 -- Unable to retweet id: 329579793530109954
2017-05-01 07:04:01.810013 -- Retweeted tweet id: 329582122463535104
2017-05-01 07:05:02.086417 -- Unable to retweet id: 329578863069904897
2017-05-01 07:05:02.213316 -- Unable to retweet id: 329579793530109954
2017-05-01 07:05:02.349402 -- Unable to retweet id: 329582122463535104
2017-05-01 07:06:01.948817 -- Unable to retweet id: 329578863069904897
2017-05-01 07:06:02.097267 -- Unable to retweet id: 329579793530109954
2017-05-01 07:06:02.237291 -- Unable to retweet id: 329582122463535104
2017-05-01 07:07:01.458430 -- Unable to retweet id: 329578863069904897
2017-05-01 07:07:01.599256 -- Unable to retweet id: 329579793530109954
