username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
realDonaldTrump;2012-07-06 17:23;117;22;"When true golfers see what I do at Doral it will be the hottest club in the country. #sayfie #newsmax";;;#sayfie #newsmax;"221383782912106496";https://twitter.com/realDonaldTrump/status/221383782912106496
realDonaldTrump;2012-07-06 17:22;100;15;"A Great 4th of July! America a great country who's brightest days, with wise leadership, lie ahead.";;;;"221383634249187328";https://twitter.com/realDonaldTrump/status/221383634249187328
realDonaldTrump;2012-07-06 16:08;248;38;"Hope and Change? Job numbers down. Time for @MittRomney";;@MittRomney;;"221364923362582529";https://twitter.com/realDonaldTrump/status/221364923362582529
realDonaldTrump;2012-07-06 16:07;2338;2852;"Keep an eye on Anthony Weiner. Weasels are hard to get rid of.";;;;"221364685612654592";https://twitter.com/realDonaldTrump/status/221364685612654592
realDonaldTrump;2012-07-06 14:13;279;41;"As I anticipated, Justice Roberts made the cover of Time Magazine etc. The liberal media now loves him-- he should be ashamed.";;;;"221336210579271680";https://twitter.com/realDonaldTrump/status/221336210579271680
realDonaldTrump;2012-07-06 14:10;168;18;"Job numbers today--- terrible! So what else is new?";;;;"221335308690669568";https://twitter.com/realDonaldTrump/status/221335308690669568
