username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2013-09-10 17:27;122;78;"Red line statement was a disaster for President Obama.";;;;"377574016808394753";https://twitter.com/realDonaldTrump/status/377574016808394753
;2013-09-10 17:25;174;89;"This new Russian strategy guarantees victory for the Syrian government-and makes Obama and U.S. look hopelessly bad. President in trouble!";;;;"377573665296371712";https://twitter.com/realDonaldTrump/status/377573665296371712
;2013-09-10 17:11;14;9;""@VDIT13: @realdonaldtrump You are a great American!! Thanks from a Vietnam vet!";;@VDIT13 @realdonaldtrump;;"377570008135897089";https://twitter.com/realDonaldTrump/status/377570008135897089
;2013-09-10 17:09;293;117;"The Russians are playing a very smart game. In the meantime they are buying lots of time for Syria and making U.S. look foolish. Dangerous!";;;;"377569472686850048";https://twitter.com/realDonaldTrump/status/377569472686850048
;2013-09-10 14:54;3;0;"@AustinOdusanya1 " @realDonaldTrump you are a great mentor. I have all your books" Great--good luck!";;@AustinOdusanya1 @realDonaldTrump;;"377535495414112259";https://twitter.com/realDonaldTrump/status/377535495414112259
;2013-09-10 14:52;0;0;"@Universifize @IvankaTrump @EricTrump It will be great & produce many jobs.";;@Universifize @IvankaTrump @EricTrump;;"377534969049927680";https://twitter.com/realDonaldTrump/status/377534969049927680
;2013-09-10 14:48;3109;3989;"Danger-Weiner is a free man at 12:01AM. He will be back sexting with a vengeance. All women remain on alert.";;;;"377534133888512000";https://twitter.com/realDonaldTrump/status/377534133888512000
;2013-09-10 14:30;286;144;"In order to stay competitive in your industry, it is imperative to keep up to date on all news. A great commodity is information.";;;;"377529543126290432";https://twitter.com/realDonaldTrump/status/377529543126290432
;2013-09-10 14:28;1;1;"@CARepublican12 @Toure So true!";;@CARepublican12 @Toure;;"377529130247417857";https://twitter.com/realDonaldTrump/status/377529130247417857
;2013-09-10 14:19;0;1;"@HouseDealsNow @IvankaTrump @EricTrump @DonaldJTrumpJr Thank you.";;@HouseDealsNow @IvankaTrump @EricTrump @DonaldJTrumpJr;;"377526683365961728";https://twitter.com/realDonaldTrump/status/377526683365961728
