username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
realDonaldTrump;2013-03-19 17:31;47;47;"" @lfoshie : There are 2 people with whom you don't want to be on their bad side- God's... & @realDonaldTrump 's!" I want to be on God's side!";;@lfoshie @realDonaldTrump;;"314157124492066816";https://twitter.com/realDonaldTrump/status/314157124492066816
realDonaldTrump;2013-03-19 17:26;18;12;"" @whatitlooklike9 : @realDonaldTrump @mcuban nobody is on the dons level. Lets be honest donald trump is the man" Very nice, thank you!";;@whatitlooklike9 @realDonaldTrump @mcuban;;"314156007741865985";https://twitter.com/realDonaldTrump/status/314156007741865985
realDonaldTrump;2013-03-19 17:17;5;15;"@c_hanson800 Hi Chris!";;@c_hanson800;;"314153633803554816";https://twitter.com/realDonaldTrump/status/314153633803554816
realDonaldTrump;2013-03-19 16:43;623;234;""You can have the best product in the world, but if people don't know about it, it's not going to be worth much." The Art of The Deal";;;;"314145165688320001";https://twitter.com/realDonaldTrump/status/314145165688320001
realDonaldTrump;2013-03-19 16:40;1;1;"@MarcPhelan Thank you!";;@MarcPhelan;;"314144340974915585";https://twitter.com/realDonaldTrump/status/314144340974915585
realDonaldTrump;2013-03-19 16:38;2;3;"@WusongTweet Thanks Wusong.";;@WusongTweet;;"314143976905142274";https://twitter.com/realDonaldTrump/status/314143976905142274
realDonaldTrump;2013-03-19 16:35;1;3;"@Mike_Hamilton69 Thanks Michael!";;@Mike_Hamilton69;;"314143089835008000";https://twitter.com/realDonaldTrump/status/314143089835008000
realDonaldTrump;2013-03-19 16:34;2;2;"@asiandave89 Thanks David!";;@asiandave89;;"314142908867555330";https://twitter.com/realDonaldTrump/status/314142908867555330
realDonaldTrump;2013-03-19 16:32;1;1;"@THESethFriend Thanks Seth!";;@THESethFriend;;"314142364010684416";https://twitter.com/realDonaldTrump/status/314142364010684416
realDonaldTrump;2013-03-19 16:31;1;2;"@Ashonair101 Thanks Metalchick!";;@Ashonair101;;"314142160557580288";https://twitter.com/realDonaldTrump/status/314142160557580288
realDonaldTrump;2013-03-19 16:11;14;42;"@jrocco_96 @mcuban I have none!";;@jrocco_96 @mcuban;;"314137100788318208";https://twitter.com/realDonaldTrump/status/314137100788318208
realDonaldTrump;2013-03-19 16:10;2;4;"@emilyplacido @mcuban Emily--true and thanks.";;@emilyplacido @mcuban;;"314136949067747328";https://twitter.com/realDonaldTrump/status/314136949067747328
realDonaldTrump;2013-03-19 15:47;192;185;". @mcuban Mark, okay with me but don't start your bullshit again!";;@mcuban;;"314131124454559744";https://twitter.com/realDonaldTrump/status/314131124454559744
realDonaldTrump;2013-03-19 14:45;767;290;"Passion motivates. Passionate people don't give up; their zeal eliminates fear. Passion can also create business opportunities.";;;;"314115387111374848";https://twitter.com/realDonaldTrump/status/314115387111374848
realDonaldTrump;2013-03-19 14:13;80;38;""Donald Trump helped expose the silliness of the move by offering to pay for the White House tours." http:// bit.ly/ZGNML3";;;;"314107401336918016";https://twitter.com/realDonaldTrump/status/314107401336918016
realDonaldTrump;2013-03-19 14:09;21;15;"Congratulations to @Likud_Party MK @dannydanon on being offered Deputy Defense Minister of IDF by @IsraeliPM @netanyahu .";;@Likud_Party @dannydanon @IsraeliPM @netanyahu;;"314106286776143872";https://twitter.com/realDonaldTrump/status/314106286776143872
realDonaldTrump;2013-03-19 14:08;827;415;"If you’re sitting in an office working in a job you hate, then it’s time to THINK BIG and plan your next step…";;;;"314106017375981568";https://twitter.com/realDonaldTrump/status/314106017375981568
realDonaldTrump;2013-03-19 13:50;1;1;"@HayesRutherford Yes and thanks.";;@HayesRutherford;;"314101526610186240";https://twitter.com/realDonaldTrump/status/314101526610186240
realDonaldTrump;2013-03-19 13:49;58;123;"@CforColby Hi Colby.";;@CforColby;;"314101325040336896";https://twitter.com/realDonaldTrump/status/314101325040336896
realDonaldTrump;2013-03-19 13:20;358;99;"10 yrs ago today, the Iraq war began. 4,485 of our nation’s finest have not returned home alive. Iran will soon control Iraq & its oil.";;;;"314094123579736064";https://twitter.com/realDonaldTrump/status/314094123579736064
