username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2013-04-03 17:21;33;34;"Remember, Celebrity Apprentice tonight on CNBC at 9. Amazing episode - watch Omarosa get the boot!";;;;"319590630227578880";https://twitter.com/realDonaldTrump/status/319590630227578880
;2013-04-03 14:54;451;244;"Negotiation: Think about what the other side wants. Know where they’re coming from. Don't underestimate them. Create a win/win situation.";;;;"319553620330819584";https://twitter.com/realDonaldTrump/status/319553620330819584
;2013-04-03 14:54;194;143;"Re: Negotiation: View any conflict as an opportunity. Be a diplomat as much as possible.";;;;"319553597731905536";https://twitter.com/realDonaldTrump/status/319553597731905536
;2013-04-03 14:43;322;153;"Look for good ideas outside of your own areas of expertise. Find innovations, approaches, and practices that you could adapt in your field.";;;;"319550745164800001";https://twitter.com/realDonaldTrump/status/319550745164800001
;2013-04-03 14:12;859;503;"Now AP is banning the term "illegal immigrants" What should we call them? 'Americans'?! This country's political press is amazing!";;;;"319542838117400576";https://twitter.com/realDonaldTrump/status/319542838117400576
;2013-04-03 13:10;813;161;"Obama just bought the Afghan Police $288M in ammo http:// bit.ly/17d3GSG Make no mistake, some of these will be shot at our troops.";;;;"319527325085609984";https://twitter.com/realDonaldTrump/status/319527325085609984
;2013-04-03 13:09;107;36;"The purpose of China’s massive military buildup on the Nork’s border is to intimidate us. China attacked us during the Korean War.";;;;"319526989201555457";https://twitter.com/realDonaldTrump/status/319526989201555457
;2013-04-03 12:20;183;91;"“Relax & clear your mind if someone is speaking, so that you’re receptive to what they’re saying.” – Roger Ailes, You are the Message";;;;"319514809253126144";https://twitter.com/realDonaldTrump/status/319514809253126144
;2013-04-03 11:39;68;15;""Millions Could Get Surprise Tax Bills Under ‘Obamacare’ If They Don’t Accurately Project Their Income" http:// cbsloc.al/10usa4T \";;;;"319504477080154113";https://twitter.com/realDonaldTrump/status/319504477080154113
;2013-04-03 10:59;12;8;"RT @RealBHorowitz : @VinceMcMahon @realDonaldTrump @WWE My two favorite billionaires!";;@RealBHorowitz @VinceMcMahon @realDonaldTrump @WWE;;"319494359768784897";https://twitter.com/realDonaldTrump/status/319494359768784897
;2013-04-03 10:53;65;24;"" @VinceMcMahon To Make His Second-Ever Hall Of Fame Induction" http:// bit.ly/17d02YZ via @WrestlingInc #WWEHOF #Billionaires";;@VinceMcMahon @WrestlingInc;#WWEHOF #Billionaires;"319492786816696320";https://twitter.com/realDonaldTrump/status/319492786816696320
;2013-04-03 09:58;31;19;"Video in honor of the 100th Anniversary of the Anti-Defamation League (ADL): “Imagine a World Without Hate” http://www. adl.org/imagine/";;;;"319479076018593793";https://twitter.com/realDonaldTrump/status/319479076018593793
;2013-04-03 07:09;64;25;"We should look to China where big time pollution takes place as they manufacture inefficient and costly wind turbines for Scotland!";;;;"319436402788007936";https://twitter.com/realDonaldTrump/status/319436402788007936
;2013-04-03 06:58;216;172;"The haters and losers that assume I was a non-athlete and know nothing about coaches should look into my past-unlike our President-open book";;;;"319433637705691137";https://twitter.com/realDonaldTrump/status/319433637705691137
;2013-04-03 06:51;1252;1150;"I played football and baseball, sorry, but said to be the best bball player in N.Y. State-ask coach Ted Dobias-said best he ever coached.";;;;"319432090078830592";https://twitter.com/realDonaldTrump/status/319432090078830592
;2013-04-03 05:19;121;64;"The basketball coach at Rutgers looks bad but I had a coach who made him look like a baby - coaches can be tough!";;;;"319408772848185344";https://twitter.com/realDonaldTrump/status/319408772848185344
;2013-04-03 03:33;6;6;"" @FuriousBlaze : @realDonaldTrump @WWE You deserve it can't wait to watch you go in. I'll be there.";;@FuriousBlaze @realDonaldTrump @WWE;;"319382203744264194";https://twitter.com/realDonaldTrump/status/319382203744264194
;2013-04-03 03:29;21;16;"Celebrity Apprentice on tonight - CNBC at 9";;;;"319381168799772672";https://twitter.com/realDonaldTrump/status/319381168799772672
;2013-04-03 03:14;371;142;"Another freezing day in the Spring - what is going on with "global warming"? Good move changing the name to "climate change" - sad!";;;;"319377285687939072";https://twitter.com/realDonaldTrump/status/319377285687939072
;2013-04-03 02:56;10;7;"@BillMoyers sucks - very bland and boring with no future or hope - just like @NYMag (and many others).";;@BillMoyers @NYMag;;"319372849578139648";https://twitter.com/realDonaldTrump/status/319372849578139648
