username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
realDonaldTrump;2013-09-27 22:03;27;24;""@adammatruski: @realDonaldTrump stop investing in hotels and focus on our structure and your campaign for presidency" Good point!";;@adammatruski @realDonaldTrump;;"383804227992453120";https://twitter.com/realDonaldTrump/status/383804227992453120
realDonaldTrump;2013-09-27 22:00;39;45;"" @Brn2ShpFrcd2Wrk : I wonder if @realDonaldTrump knows that @MileyCyrus is following him on twitter! #trump #miley " That's great!";;@Brn2ShpFrcd2Wrk @realDonaldTrump @MileyCyrus;#trump #miley;"383803407095840768";https://twitter.com/realDonaldTrump/status/383803407095840768
realDonaldTrump;2013-09-27 19:36;6;12;""@joannalmoore372: @AceMan65 @realDonaldTrump @Macys its a great shirt and looks great! Trump shirts and ties are my andmy husbands favorite";;@joannalmoore372 @AceMan65 @realDonaldTrump @Macys;;"383767116807438336";https://twitter.com/realDonaldTrump/status/383767116807438336
realDonaldTrump;2013-09-27 19:31;147;96;"Our country and it's leadership has to be so careful and so smart - these are treacherous times, like no other. The world is a crazy place!";;;;"383765935930503168";https://twitter.com/realDonaldTrump/status/383765935930503168
realDonaldTrump;2013-09-27 18:15;44;33;"" @maathewdavis : @realDonaldTrump if the people want to get our economy back on track, they’ll vote #TRUMP in 2016"Thank you.";;@maathewdavis @realDonaldTrump;#TRUMP;"383746781420732416";https://twitter.com/realDonaldTrump/status/383746781420732416
