username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
realDonaldTrump;2012-07-27 14:30;264;86;"All the national security leaks coming from @BarackObama 's @whitehouse were clearly made for political gain. Where's the outrage!?";;@BarackObama @whitehouse;;"228950464715169792";https://twitter.com/realDonaldTrump/status/228950464715169792
realDonaldTrump;2012-07-27 14:24;166;21;"Just as I predicted, @BarackObama has not allowed an independent investigation into the national security leaks from his cabinet.";;@BarackObama;;"228949017827082241";https://twitter.com/realDonaldTrump/status/228949017827082241
realDonaldTrump;2012-07-27 14:13;286;54;"Why has @BarackObama allowed the Muslim Brotherhood to visit the @whitehouse ? What Hope & Change!";;@BarackObama @whitehouse;;"228946180510457857";https://twitter.com/realDonaldTrump/status/228946180510457857
realDonaldTrump;2012-07-27 14:11;79;13;"Scary-Didn't @BarackObama just say "his plan worked?" http:// bit.ly/Oiq19M Great plan--GDP was 1.5% last 3 months http:// wapo.st/Oiq31u";;@BarackObama;;"228945679127564290";https://twitter.com/realDonaldTrump/status/228945679127564290
realDonaldTrump;2012-07-27 14:08;212;75;"The @nyjets are going to have a terrific season. @Mark_Sanchez & @TimTebow will do great things on the field.";;@nyjets @Mark_Sanchez @TimTebow;;"228944909288226817";https://twitter.com/realDonaldTrump/status/228944909288226817
realDonaldTrump;2012-07-27 13:56;182;36;"What a 'nice guy' - 97% of @BarackObama 's campaign ads have been negative attacks on @MittRomney http:// bit.ly/NXzPlA Give it back Mitt!";;@BarackObama @MittRomney;;"228942039155351552";https://twitter.com/realDonaldTrump/status/228942039155351552
realDonaldTrump;2012-07-27 13:41;130;20;"Good news - @RasmussenPoll has @MittRomney beating @BarackObama 49%-44% http:// bit.ly/Oip2qc Obama was up by 5% at same point in '08.";;@RasmussenPoll @MittRomney @BarackObama;;"228938218865831936";https://twitter.com/realDonaldTrump/status/228938218865831936
realDonaldTrump;2012-07-27 13:37;196;43;"I am confident when American public gets to know @MittRomney , the race will go his way. He's honorable & successful man--polls looking good.";;@MittRomney;;"228937215739318272";https://twitter.com/realDonaldTrump/status/228937215739318272
realDonaldTrump;2012-07-27 13:31;62;8;"So much for Hope & Change--Democrat voter enthusiasm in 2012 is lower than both 2004 & 2008 http:// bit.ly/O9qhrJ";;;;"228935671061020673";https://twitter.com/realDonaldTrump/status/228935671061020673
realDonaldTrump;2012-07-27 13:16;59;20;"Hopefully Alex Rodriguez @Yankees will get well soon. He took a hard hit.";;@Yankees;;"228931955268403200";https://twitter.com/realDonaldTrump/status/228931955268403200
realDonaldTrump;2012-07-27 13:14;266;27;"Price of corn has jumped over 50%. This will cause a jump in food prices perhaps beyond what we've ever seen. Nasty for the economy.";;;;"228931360843251714";https://twitter.com/realDonaldTrump/status/228931360843251714
realDonaldTrump;2012-07-27 13:11;36;15;"My @gretawire interview discussing @BarackObama 's "You Didn't Build That" comment, the economy and 2012 election http:// bit.ly/OdkT6U";;@gretawire @BarackObama;;"228930644409982976";https://twitter.com/realDonaldTrump/status/228930644409982976
realDonaldTrump;2012-07-27 13:07;16;5;"Thank you to @Newsmax , a great magazine, for a wonderful cover story on yours truly.";;@Newsmax;;"228929549264617472";https://twitter.com/realDonaldTrump/status/228929549264617472
