username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
realDonaldTrump;2016-05-07 11:46;9834;26816;"Remember when the two failed presidential candidates, Lindsey Graham and Jeb Bush, signed a binding PLEDGE? They broke the deal, no honor!";;;;"729004564075012096";https://twitter.com/realDonaldTrump/status/729004564075012096
realDonaldTrump;2016-05-07 09:53;7444;22427;"I am honored that the great men and women of the @Teamsters have created a movement from within called Teamsters for Trump! Thank you.";;@Teamsters;;"728976091428233216";https://twitter.com/realDonaldTrump/status/728976091428233216
realDonaldTrump;2016-05-07 09:47;6765;19929;"I am going to keep our jobs in the U.S., and totally rebuild our crumbling infrastructure. Crooked Hillary has no clue! @Teamsters";;@Teamsters;;"728974420807581696";https://twitter.com/realDonaldTrump/status/728974420807581696
realDonaldTrump;2016-05-07 09:36;2699;8631;"Join me in Washington today! Spokane tickets: http:// bit.ly/1QUVzx2SPOKANE Lynden tickets: http:// bit.ly/272P0V4LYNDEN pic.twitter.com/C7HhNvO01T";;;;"728971726533578753";https://twitter.com/realDonaldTrump/status/728971726533578753
realDonaldTrump;2016-05-06 20:44;7154;21990;"Goofy Elizabeth Warren is weak and ineffective. Does nothing. All talk, no action -- maybe her Native American name?";;;;"728777599560892416";https://twitter.com/realDonaldTrump/status/728777599560892416
realDonaldTrump;2016-05-06 20:44;6959;21186;"Goofy Elizabeth Warren and her phony Native American heritage are on a Twitter rant. She is too easy! I'm driving her nuts.";;;;"728777556804153346";https://twitter.com/realDonaldTrump/status/728777556804153346
realDonaldTrump;2016-05-06 18:16;8533;22980;"Crooked Hillary Clinton wants completely open borders. Millions of Democrats will run from her over this and support me.";;;;"728740257512992768";https://twitter.com/realDonaldTrump/status/728740257512992768
realDonaldTrump;2016-05-06 18:14;7295;20721;"Just met with courageous family of Sarah Root in Nebraska. Sarah was horribly killed by illegal immigrant, but leaves behind amazing legacy.";;;;"728739851823153152";https://twitter.com/realDonaldTrump/status/728739851823153152
