username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
realDonaldTrump;2013-02-05 14:51;0;7;"@gordondhue Thanks.";;@gordondhue;;"298911680484749313";https://twitter.com/realDonaldTrump/status/298911680484749313
realDonaldTrump;2013-02-05 14:48;290;116;"“Don't bunt. Aim out of the ball park. Aim for the company of immortals.” - David Ogilvy";;;;"298911100609654785";https://twitter.com/realDonaldTrump/status/298911100609654785
realDonaldTrump;2013-02-05 14:44;1;1;"@destinywyatt11 True!";;@destinywyatt11;;"298910017065725952";https://twitter.com/realDonaldTrump/status/298910017065725952
realDonaldTrump;2013-02-05 14:42;0;0;"@festenoc True and thanks.";;@festenoc;;"298909442869702656";https://twitter.com/realDonaldTrump/status/298909442869702656
realDonaldTrump;2013-02-05 14:40;1;1;"@MaryRosesGarden Mary--Great!";;@MaryRosesGarden;;"298908907210960897";https://twitter.com/realDonaldTrump/status/298908907210960897
realDonaldTrump;2013-02-05 14:39;0;1;"@chriswerner1988 Great--thank you!";;@chriswerner1988;;"298908744635518976";https://twitter.com/realDonaldTrump/status/298908744635518976
realDonaldTrump;2013-02-05 14:38;0;0;"@cheftramonto Keep going!";;@cheftramonto;;"298908524589744128";https://twitter.com/realDonaldTrump/status/298908524589744128
realDonaldTrump;2013-02-05 14:37;0;0;"@JohnMark88 Thanks.";;@JohnMark88;;"298908116643368962";https://twitter.com/realDonaldTrump/status/298908116643368962
realDonaldTrump;2013-02-05 14:36;4;9;"@toddclark True and thanks.";;@toddclark;;"298907929950707712";https://twitter.com/realDonaldTrump/status/298907929950707712
realDonaldTrump;2013-02-05 14:33;181;61;"With the record high February gas prices hurting the economy, even more reason to start fracking. Will create jobs & lower prices.";;;;"298907278973759488";https://twitter.com/realDonaldTrump/status/298907278973759488
realDonaldTrump;2013-02-05 14:13;164;77;"Glad to hear @BrentBozell , @marklevinshow , @EWErickson & @TPPatriots are standing up to @KarlRove ’s attack on the Tea Party.";;@BrentBozell @marklevinshow @EWErickson @TPPatriots @KarlRove;;"298902188112105473";https://twitter.com/realDonaldTrump/status/298902188112105473
realDonaldTrump;2013-02-05 13:53;15;12;"Trump @DoralResort is hosting the WGC @cadillacchamp from March 6th – 10th. Join me--I will be there all four days.";;@DoralResort @cadillacchamp;;"298897277509066752";https://twitter.com/realDonaldTrump/status/298897277509066752
realDonaldTrump;2013-02-05 13:52;13;9;". @BrandenRoderick returns in All-Star @ApprenticeNBC 2001 Playmate of the Year is a determined competitor. She is terrific!";;@BrandenRoderick @ApprenticeNBC;;"298896845952929792";https://twitter.com/realDonaldTrump/status/298896845952929792
realDonaldTrump;2013-02-05 13:20;101;42;"Via @newsbusters : “Donald Trump Issues Statement Regarding $5 Million Lawsuit Against Bill Maher” http:// bit.ly/14BOk81";;@newsbusters;;"298888905770545152";https://twitter.com/realDonaldTrump/status/298888905770545152
realDonaldTrump;2013-02-05 13:00;24;12;"My @foxandfriends interview re: @SuperBowl blackout, @BobbyJindal ’s stupid comment & suing @billmaher f/$5M http:// bit.ly/14BOYT3";;@foxandfriends @SuperBowl @BobbyJindal @billmaher;;"298883747439321088";https://twitter.com/realDonaldTrump/status/298883747439321088
realDonaldTrump;2013-02-05 12:57;26;25;"A top firm like Cooley will only submit a case they believe in and can win.";;;;"298883092905590784";https://twitter.com/realDonaldTrump/status/298883092905590784
realDonaldTrump;2013-02-05 12:57;49;35;"The big and highly respected Cooley LLP is handling the @billmaher case for me.";;@billmaher;;"298883023959650304";https://twitter.com/realDonaldTrump/status/298883023959650304
realDonaldTrump;2013-02-05 12:23;0;8;"@e_hig Hi Erica...and thanks.";;@e_hig;;"298874399396884482";https://twitter.com/realDonaldTrump/status/298874399396884482
realDonaldTrump;2013-02-05 12:02;1;5;"@TNHicks She was great!";;@TNHicks;;"298869134886846464";https://twitter.com/realDonaldTrump/status/298869134886846464
realDonaldTrump;2013-02-05 12:01;0;0;"@tomeitel @MattAdamsFoL Great!";;@tomeitel @MattAdamsFoL;;"298868849716129792";https://twitter.com/realDonaldTrump/status/298868849716129792
realDonaldTrump;2013-02-05 11:59;0;1;"@jmgc1230 Great!";;@jmgc1230;;"298868350048665601";https://twitter.com/realDonaldTrump/status/298868350048665601
realDonaldTrump;2013-02-05 11:57;1;4;"@1967porky Yes.";;@1967porky;;"298868071853068288";https://twitter.com/realDonaldTrump/status/298868071853068288
realDonaldTrump;2013-02-05 11:55;18;16;"@MassBucketry Then why do you follow me dummy!";;@MassBucketry;;"298867529814786049";https://twitter.com/realDonaldTrump/status/298867529814786049
realDonaldTrump;2013-02-05 11:52;0;2;"@darleneflaherty He was great--loved Kew Forest.";;@darleneflaherty;;"298866769546866688";https://twitter.com/realDonaldTrump/status/298866769546866688
realDonaldTrump;2013-02-05 11:51;1;2;"@klshrew Nice--thanks.";;@klshrew;;"298866572733341696";https://twitter.com/realDonaldTrump/status/298866572733341696
realDonaldTrump;2013-02-05 11:50;30;39;"@MdAhGOD Work hard (and smart!)";;@MdAhGOD;;"298866321905577985";https://twitter.com/realDonaldTrump/status/298866321905577985
realDonaldTrump;2013-02-05 11:49;0;0;"@Brendamckinley They were amazing, thanks!";;@Brendamckinley;;"298866069609795585";https://twitter.com/realDonaldTrump/status/298866069609795585
realDonaldTrump;2013-02-05 11:45;0;1;"@CathyConstanti1 @billmaher Thanks!";;@CathyConstanti1 @billmaher;;"298865039811702784";https://twitter.com/realDonaldTrump/status/298865039811702784
realDonaldTrump;2013-02-05 11:44;1;10;"@groovyhank Thanks.";;@groovyhank;;"298864756134141953";https://twitter.com/realDonaldTrump/status/298864756134141953
realDonaldTrump;2013-02-05 11:00;1;0;"@loisleyn Thanks.";;@loisleyn;;"298853514002694145";https://twitter.com/realDonaldTrump/status/298853514002694145
realDonaldTrump;2013-02-05 10:59;1;2;"@RAPGAMEORTIZ Thanks--work hard.";;@RAPGAMEORTIZ;;"298853353511849984";https://twitter.com/realDonaldTrump/status/298853353511849984
realDonaldTrump;2013-02-05 10:57;0;0;"@18_Chaz No discounts, only penalties!";;@18_Chaz;;"298852972870381568";https://twitter.com/realDonaldTrump/status/298852972870381568
realDonaldTrump;2013-02-05 10:56;1;0;"@thisdj84 Yes--leadership!";;@thisdj84;;"298852692451803136";https://twitter.com/realDonaldTrump/status/298852692451803136
realDonaldTrump;2013-02-05 10:56;0;0;"@ErolYalim Could be true--thanks.";;@ErolYalim;;"298852515112419328";https://twitter.com/realDonaldTrump/status/298852515112419328
realDonaldTrump;2013-02-05 10:54;0;0;"@DrewMillington Actually, too many to pick one.";;@DrewMillington;;"298852146013679616";https://twitter.com/realDonaldTrump/status/298852146013679616
realDonaldTrump;2013-02-05 10:53;1;3;"@995mu Wow--that would certainly be interesting.";;@995mu;;"298851761387630593";https://twitter.com/realDonaldTrump/status/298851761387630593
realDonaldTrump;2013-02-05 10:34;304;192;"Ask: Is there anyone else who can do this better than I can?That’s just another way of saying know yourself & know your competition.";;;;"298846966853545984";https://twitter.com/realDonaldTrump/status/298846966853545984
realDonaldTrump;2013-02-05 10:33;142;141;"Then ask: What am I pretending not to see? These two simple questions can pave the way for some very clear answers.";;;;"298846949346537472";https://twitter.com/realDonaldTrump/status/298846949346537472
realDonaldTrump;2013-02-05 09:39;451;191;"To entrepreneurs: Watching you could be the motivation for your employees, so make it an example that will best serve your success.";;;;"298833212254339073";https://twitter.com/realDonaldTrump/status/298833212254339073
realDonaldTrump;2013-02-05 08:40;3351;3812;"Wise words from my mother: “Trust in God and be true to yourself.” Mary MacLeod Trump";;;;"298818279735177216";https://twitter.com/realDonaldTrump/status/298818279735177216
realDonaldTrump;2013-02-05 08:38;601;361;"Wise words from my father: “Know everything you can about what you’re doing.” Fred C. Trump";;;;"298817763760287745";https://twitter.com/realDonaldTrump/status/298817763760287745
realDonaldTrump;2013-02-05 08:36;1;0;"@ErolYalim Thanks and yes.";;@ErolYalim;;"298817458054242305";https://twitter.com/realDonaldTrump/status/298817458054242305
realDonaldTrump;2013-02-05 08:04;164;39;"Gas prices are going up big league—I told you so—payback to OPEC!";;;;"298809445780189184";https://twitter.com/realDonaldTrump/status/298809445780189184
realDonaldTrump;2013-02-05 08:03;190;46;"$4 gasoline – wow—OPEC is very happy!";;;;"298808994858942464";https://twitter.com/realDonaldTrump/status/298808994858942464
realDonaldTrump;2013-02-05 07:54;739;321;"I am a cautious optimist. Call it positive thinking with a lot of reality checks.";;;;"298806875087048704";https://twitter.com/realDonaldTrump/status/298806875087048704
realDonaldTrump;2013-02-05 07:15;4;1;"@maggiedubh Yes.";;@maggiedubh;;"298796932539744259";https://twitter.com/realDonaldTrump/status/298796932539744259
realDonaldTrump;2013-02-05 07:14;0;0;"@tsecor Sorry, have to be a member.";;@tsecor;;"298796730416254976";https://twitter.com/realDonaldTrump/status/298796730416254976
realDonaldTrump;2013-02-05 07:11;1;4;"@jeremygreen98 @Yankees Yes.";;@jeremygreen98 @Yankees;;"298795887893815296";https://twitter.com/realDonaldTrump/status/298795887893815296
realDonaldTrump;2013-02-05 07:10;0;0;"@jamester49 Good luck.";;@jamester49;;"298795623677849600";https://twitter.com/realDonaldTrump/status/298795623677849600
realDonaldTrump;2013-02-05 07:01;2;1;"@BeaumontAnthony @marklevinshow Thanks Anthony.";;@BeaumontAnthony @marklevinshow;;"298793405012664320";https://twitter.com/realDonaldTrump/status/298793405012664320
realDonaldTrump;2013-02-05 06:59;7;27;"@omz213 Yes!";;@omz213;;"298793082625859584";https://twitter.com/realDonaldTrump/status/298793082625859584
realDonaldTrump;2013-02-05 06:58;0;0;"@TiffanyBrownInc Yes and thanks.";;@TiffanyBrownInc;;"298792697571987456";https://twitter.com/realDonaldTrump/status/298792697571987456
realDonaldTrump;2013-02-05 06:57;0;1;"@hellcat1963 @MailOnline A great beauty!";;@hellcat1963 @MailOnline;;"298792470962135040";https://twitter.com/realDonaldTrump/status/298792470962135040
realDonaldTrump;2013-02-05 06:51;178;64;"“I also plan to keep making deals, big deals, and right around the clock.” – The Art of The Deal";;;;"298790836789989376";https://twitter.com/realDonaldTrump/status/298790836789989376
